,ShipName,mmsi,avg_lat,avg_lng,flag_country,vessel_type,mode_nav_status,obs_time,time_lower,time_upper,imo,RegisteredOwnerCountryofDomicile,RegisteredOwnerCountryOfRegistration
41173,RHAMA GIRI NUSA,525021167,-8.73,116.0766667,Indonesia,Passenger,Underway Sailing,28/11/2023 07:26,1.516666667,0,8839316,Indonesia,Indonesia
41174,BARONANG,525019477,0.73743,127.3846183,Indonesia,Passenger,Under Way Using Engine,28/11/2023 07:29,1.666666667,1.35,8872679,Indonesia,Indonesia
41175,WHITE MANTA,525600308,-0.888596649,131.254015,Indonesia,Passenger,At Anchor,28/11/2023 07:30,93.45,93.2,9876153,Indonesia,Indonesia
41176,TUNU PRATAMA JAYA 3888,525100465,-8.159166665,114.4275,Indonesia,Passenger,Under Way Using Engine,28/11/2023 07:30,0.55,0.25,8984381,Indonesia,Indonesia
41177,SURYA AYLA,525401189,-8.133148146,114.4040741,Indonesia,Passenger,Under Way Using Engine,28/11/2023 07:51,15.01666667,14.91666667,9939711,Indonesia,Indonesia
41178,KIRANA,525015376,-7.194623333,112.7328633,Indonesia,Passenger,Under Way Using Engine,28/11/2023 07:57,1.616666667,1.45,8017671,Indonesia,Indonesia
41179,DHARMA FERRY V,525401266,-7.195893335,112.7299667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 07:59,3.75,0.05,9145865,Indonesia,Indonesia
41180,PERMATA LESTARI V,525100956,0.762217291,127.376121,Indonesia,Passenger,At Anchor,28/11/2023 08:00,6.7,5.983333333,8980488,Indonesia,Indonesia
41181,SUMBER BERKAT II,525200003,-8.16,114.4330952,Indonesia,Passenger,Under Way Using Engine,28/11/2023 08:08,0.933333333,0.8,9843613,Indonesia,Indonesia
41182,LEUSER,525005003,-7.98333333,131.2883333,Indonesia,Passenger,Under Way Using Engine,28/11/2023 08:11,4.033333333,0,9032159,Indonesia,Indonesia
41183,AGUNG SAMUDERA XVIII,525003322,-8.143333335,114.4025,Indonesia,Passenger,Underway Sailing,28/11/2023 08:21,0.9,0.1,9772424,Indonesia,Indonesia
41184,NAPAN WAINAMI,525010133,-0.90333333,134.04,Indonesia,Passenger,Under Way Using Engine,28/11/2023 08:21,35.45,0,9641039,Indonesia,Indonesia
41185,GARDA MARITIM 3,525101263,-10.21583334,123.5183333,Indonesia,Passenger,Underway Sailing,28/11/2023 08:39,3.9,0.05,9910686,Indonesia,Indonesia
41186,PANCAR INDAH,525012198,-8.158923998,114.436474,Indonesia,Passenger,Underway Sailing,28/11/2023 08:45,0.75,0.65,8670772,Indonesia,Indonesia
41187,BARAU,525019443,1.032222223,104.1322222,Indonesia,Passenger,Underway Sailing,28/11/2023 09:06,1.166666667,0.983333333,8994544,Indonesia,Indonesia
41188,AGUNG SAMUDERA XVIII,525003322,-8.159160833,114.4365142,Indonesia,Passenger,Underway Sailing,28/11/2023 09:14,0.9,0.8,9772424,Indonesia,Indonesia
41189,GARDA MARITIM 7,525201927,0.76010262,127.3757767,Indonesia,Passenger,Under Way Using Engine,28/11/2023 09:16,1.316666667,1.2,9926879,Indonesia,Indonesia
41190,TUNU PRATAMA JAYA 3888,525100465,-8.144285714,114.402381,Indonesia,Passenger,Under Way Using Engine,28/11/2023 09:21,0.95,0.85,8984381,Indonesia,Indonesia
41191,KIRANA,525015376,-7.188211759,112.7064002,Indonesia,Passenger,At Anchor,28/11/2023 09:55,20.35,19.65,8017671,Indonesia,Indonesia
41192,PANCAR INDAH,525012198,-8.144771,114.4031473,Indonesia,Passenger,Underway Sailing,28/11/2023 10:11,0.95,0.75,8670772,Indonesia,Indonesia
41193,SABUK NUSANTARA 83,525101124,0.50964491,123.0633053,Indonesia,Passenger,Moored,28/11/2023 10:21,167.9666667,167.3666667,9848041,Indonesia,Indonesia
41194,DHARMA FERRY VII,525200723,-1.297054833,116.8126825,Indonesia,Passenger,At Anchor,28/11/2023 10:35,2.95,2.3,9035113,Indonesia,Indonesia
41195,SUMBER BERKAT II,525200003,-8.145833335,114.4316667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 10:49,0.5,0.25,9843613,Indonesia,Indonesia
41196,AGUNG SAMUDERA XVIII,525003322,-8.145,114.4016667,Indonesia,Passenger,Underway Sailing,28/11/2023 10:50,1.066666667,0,9772424,Indonesia,Indonesia
41197,TUNU PRATAMA JAYA 3888,525100465,-8.15833333,114.4358333,Indonesia,Passenger,Under Way Using Engine,28/11/2023 11:00,0.95,0.75,8984381,Indonesia,Indonesia
41198,BATU MANDI,525001136,-5.934477777,105.9963128,Indonesia,Passenger,Under Way Using Engine,28/11/2023 11:01,1.416666667,0.05,9759733,Indonesia,Indonesia
41199,TRISILA BHAKTI I,525003159,-8.142222223,114.4027778,Indonesia,Passenger,Under Way Using Engine,28/11/2023 11:23,1.2,0.75,8997493,Indonesia,Indonesia
41200,MUNIC 9,525200126,-5.925039165,105.9923892,Indonesia,Passenger,Under Way Using Engine,28/11/2023 11:26,1.05,0.1,9835991,Indonesia,Indonesia
41201,GARDA MARITIM 7,525201927,0.73666667,127.385,Indonesia,Passenger,Under Way Using Engine,28/11/2023 11:27,0.866666667,0,9926879,Indonesia,Indonesia
41202,PANCAR INDAH,525012198,-8.159166665,114.43625,Indonesia,Passenger,Underway Sailing,28/11/2023 11:44,0.933333333,0.75,8670772,Indonesia,Indonesia
41203,SALVATORE I,525010222,-5.920931668,105.9902288,Indonesia,Passenger,Underway Sailing,28/11/2023 11:49,4.433333333,4.233333333,9454060,Colombia,Colombia
41204,DLN OASIS,525300929,-8.73,116.075,Indonesia,Passenger,Underway Sailing,28/11/2023 12:00,7.2,0,9869502,Indonesia,Indonesia
41205,PRIMA NUSANTARA,525002085,-8.730583335,116.07686,Indonesia,Passenger,Under Way Using Engine,28/11/2023 12:09,2.3,0.033333333,6911691,Indonesia,Indonesia
41206,AGUNG SAMUDERA XVIII,525003322,-8.159166665,114.4358333,Indonesia,Passenger,Underway Sailing,28/11/2023 12:25,0.7,0.6,9772424,Indonesia,Indonesia
41207,TUNU PRATAMA JAYA 3888,525100465,-8.145,114.4016667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 12:30,0.95,0.75,8984381,Indonesia,Indonesia
41208,SUMBER BERKAT II,525200003,-8.143095237,114.4038095,Indonesia,Passenger,Under Way Using Engine,28/11/2023 12:33,0.933333333,0.85,9843613,Indonesia,Indonesia
41209,GARDA MARITIM 7,525201927,0.76166667,127.375,Indonesia,Passenger,Under Way Using Engine,28/11/2023 12:33,0.866666667,0,9926879,Indonesia,Indonesia
41210,SEBUKU,525001121,-5.934220668,105.996626,Indonesia,Passenger,Underway Sailing,28/11/2023 12:38,1.416666667,1.35,9764611,Indonesia,Indonesia
41211,GILIMANUK,525019469,-8.14201,114.4031217,Indonesia,Passenger,Underway Sailing,28/11/2023 12:52,1.75,0,7204590,Indonesia,Indonesia
41212,SIGAP JAYA,525016299,-6.11234125,106.8607833,Indonesia,Passenger,Under Way Using Engine,28/11/2023 12:55,11.41666667,11.25,8984692,Indonesia,Indonesia
41213,MANDALA NUSANTARA,525002065,-4.057916665,121.5833333,Indonesia,Passenger,Under Way Using Engine,28/11/2023 13:16,43.36666667,43.21666667,7900493,Indonesia,Indonesia
41214,PANCAR INDAH,525012198,-8.145,114.4025,Indonesia,Passenger,Underway Sailing,28/11/2023 13:16,0.983333333,0.05,8670772,Indonesia,Indonesia
41215,PANGRANGO,525005018,-3.693283335,128.174235,Indonesia,Passenger,Under Way Using Engine,28/11/2023 13:20,5.216666667,1.816666667,9072123,Indonesia,Indonesia
41216,UMSINI,525005009,0.857913002,104.6108847,Indonesia,Passenger,Under Way Using Engine,28/11/2023 13:23,36.8,36.7,8303264,Indonesia,Indonesia
41217,DHARMA FERRY VII,525200723,-1.270922111,116.8061693,Indonesia,Passenger,Moored,28/11/2023 13:32,11.2,11.05,9035113,Indonesia,Indonesia
41218,AGUNG SAMUDERA XVIII,525003322,-8.144166665,114.4025,Indonesia,Passenger,Underway Sailing,28/11/2023 13:46,0.9,0.7,9772424,Indonesia,Indonesia
41219,SABUK NUSANTARA 42,525001103,-0.885103,131.2451257,Indonesia,Passenger,Under Way Using Engine,28/11/2023 13:54,12.95,12.85,8689022,Indonesia,Indonesia
41220,TRIMAS KANAYA,525007392,-5.916556113,105.9902461,Indonesia,Passenger,Underway Sailing,28/11/2023 14:15,0.666666667,0.15,9016715,Indonesia,Indonesia
41221,SABUK NUSANTARA 97,525200047,0.854444443,122.8966667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 14:27,64.6,0.1,9821184,Indonesia,Indonesia
41222,PANCAR INDAH,525012198,-8.159166665,114.4308333,Indonesia,Passenger,Underway Sailing,28/11/2023 14:28,0.85,0.05,8670772,Indonesia,Indonesia
41223,KIRANA VII,525301379,-7.198739165,112.7304867,Indonesia,Passenger,Under Way Using Engine,28/11/2023 14:29,2.8,0,9950662,Indonesia,Indonesia
41224,KUALA BATE II,525000007,-2.085833335,105.1308333,Indonesia,Passenger,Under Way Using Engine,28/11/2023 14:33,34.7,20.96666667,8996243,Indonesia,Indonesia
41225,TRISILA BHAKTI I,525003159,-8.14333333,114.4016667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 14:38,0.65,0.55,8997493,Indonesia,Indonesia
41226,DHARMA RUCITRA 9,525100991,-6.94714338,110.423671,Indonesia,Passenger,Moored,28/11/2023 14:43,7.866666667,7,9044516,Indonesia,Indonesia
41227,PERMATA LESTARI V,525100956,0.789823584,127.3964983,Indonesia,Passenger,At Anchor,28/11/2023 14:49,16.51666667,15.58333333,8980488,Indonesia,Indonesia
41228,AGUNG SAMUDERA XVIII,525003322,-8.15666667,114.4316667,Indonesia,Passenger,Underway Sailing,28/11/2023 15:01,1.383333333,0,9772424,Indonesia,Indonesia
41229,TUNU PRATAMA JAYA 3888,525100465,-8.145,114.4041667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 15:18,1.15,0.95,8984381,Indonesia,Indonesia
41230,SWARNA NALINI,525002129,-1.238097223,116.7780433,Indonesia,Passenger,Under Way Using Engine,28/11/2023 15:38,1.166666667,0.833333333,9204257,Indonesia,Indonesia
41231,DOROTHY,525100695,-5.94111,105.9585042,Indonesia,Passenger,Under Way Using Engine,28/11/2023 15:39,0.5,0.166666667,9821251,Indonesia,Indonesia
41232,SUMBER BERKAT II,525200003,-8.14333333,114.4022222,Indonesia,Passenger,Under Way Using Engine,28/11/2023 15:47,0.833333333,0.583333333,9843613,Indonesia,Indonesia
41233,TILONGKABILA,525005016,-8.742318335,116.0600408,Indonesia,Passenger,Under Way Using Engine,28/11/2023 15:49,2.25,2.1,9102760,Indonesia,Indonesia
41234,PANCAR INDAH,525012198,-8.145453334,114.4041177,Indonesia,Passenger,Underway Sailing,28/11/2023 16:04,1.183333333,0.766666667,8670772,Indonesia,Indonesia
41235,KALIBODRI,525016682,-2.71666667,111.7616667,Indonesia,Passenger,Underway Sailing,28/11/2023 16:45,22.05,0,9607849,Indonesia,Indonesia
41236,TUNU PRATAMA JAYA 3888,525100465,-8.15833333,114.4366667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 16:54,0.9,0,8984381,Indonesia,Indonesia
41237,PORT LINK III,525005177,-5.936046113,105.9979011,Indonesia,Passenger,Under Way Using Engine,28/11/2023 16:57,1.85,1.583333333,8604333,Indonesia,Indonesia
41238,TATAMAILAU,525005012,-5.633228922,132.7399942,Indonesia,Passenger,Moored,28/11/2023 17:03,78.4,4,8915639,Indonesia,Indonesia
41239,AGUNG SAMUDERA XVIII,525003322,-8.145,114.4027778,Indonesia,Passenger,Underway Sailing,28/11/2023 17:18,0.783333333,0.1,9772424,Indonesia,Indonesia
41240,GARDA MARITIM 7,525201927,0.765186087,127.3818909,Indonesia,Passenger,At Anchor,28/11/2023 17:19,5.466666667,5.2,9926879,Indonesia,Indonesia
41241,SEBUKU,525001121,-5.94333333,105.96,Indonesia,Passenger,Underway Sailing,28/11/2023 17:23,1,0,9764611,Indonesia,Indonesia
41242,MUNIC 9,525200126,-5.925351668,105.992142,Indonesia,Passenger,Under Way Using Engine,28/11/2023 17:36,1.683333333,1.516666667,9835991,Indonesia,Indonesia
41243,SIRIMAU,525005013,-8.477781785,140.3900438,Indonesia,Passenger,Moored,28/11/2023 17:47,34.4,34.21666667,8915641,Indonesia,Indonesia
41244,TRISILA BHAKTI I,525003159,-8.140833333,114.4095833,Indonesia,Passenger,Under Way Using Engine,28/11/2023 18:05,1.25,0.65,8997493,Indonesia,Indonesia
41245,NUSA JAYA,525017091,-5.91289,105.9789633,Indonesia,Passenger,Under Way Using Engine,28/11/2023 18:10,1.333333333,0.333333333,8703309,Indonesia,Indonesia
41246,AGUNG SAMUDERA XVIII,525003322,-8.159222083,114.4365067,Indonesia,Passenger,Underway Sailing,28/11/2023 18:20,0.85,0.65,9772424,Indonesia,Indonesia
41247,WIRA KENCANA,525100375,-5.931322668,105.996867,Indonesia,Passenger,At Anchor,28/11/2023 18:25,7.133333333,0.9,9819478,Indonesia,Indonesia
41248,PANCAR INDAH,525012198,-8.1575,114.4358333,Indonesia,Passenger,Underway Sailing,28/11/2023 18:27,0.75,0.05,8670772,Indonesia,Indonesia
41249,CAITLYN 7,525200335,-5.923541,105.9690343,Indonesia,Passenger,Underway Sailing,28/11/2023 18:27,0.533333333,0.2,9836000,Indonesia,Indonesia
41250,TUNU PRATAMA JAYA 3888,525100465,-8.144166665,114.4025,Indonesia,Passenger,Under Way Using Engine,28/11/2023 18:30,0.8,0.7,8984381,Indonesia,Indonesia
41251,DLN MANDALIKA,525501907,-7.195273473,112.7334393,Indonesia,Passenger,Moored,28/11/2023 18:35,6.116666667,0.65,9979400,Indonesia,Indonesia
41252,RHAMA GIRI NUSA,525021167,-8.74352833,116.0541094,Indonesia,Passenger,Underway Sailing,28/11/2023 18:37,30.91666667,30.85,8839316,Indonesia,Indonesia
41253,SUMBER BERKAT II,525200003,-8.142777777,114.4016667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 19:16,0.9,0.8,9843613,Indonesia,Indonesia
41254,PANCAR INDAH,525012198,-8.144666666,114.4023333,Indonesia,Passenger,Underway Sailing,28/11/2023 19:17,1.033333333,0.9,8670772,Indonesia,Indonesia
41255,DLN BATU LAYAR,525900940,-7.194431332,112.731822,Indonesia,Passenger,Underway Sailing,28/11/2023 19:18,2.533333333,2.35,9895056,Indonesia,Indonesia
41256,CAITLYN 7,525200335,-5.925194443,105.9912039,Indonesia,Passenger,Underway Sailing,28/11/2023 19:36,1.416666667,1.35,9836000,Indonesia,Indonesia
41257,TRISILA BHAKTI I,525003159,-8.140833335,114.4058333,Indonesia,Passenger,Under Way Using Engine,28/11/2023 19:38,0.5,0.05,8997493,Indonesia,Indonesia
41258,AGUNG SAMUDERA XVIII,525003322,-8.145,114.4025,Indonesia,Passenger,Underway Sailing,28/11/2023 19:53,1.633333333,1.233333333,9772424,Indonesia,Indonesia
41259,SMS MULAWARMAN,525023144,-5.910835,105.9646,Indonesia,Passenger,Under Way Using Engine,28/11/2023 20:00,0.833333333,0,8718562,Indonesia,Indonesia
41260,TUNU PRATAMA JAYA 3888,525100465,-8.158333333,114.435,Indonesia,Passenger,Under Way Using Engine,28/11/2023 20:06,1.2,1.1,8984381,Indonesia,Indonesia
41261,TRISILA BHAKTI I,525003159,-8.137380953,114.4064286,Indonesia,Passenger,Under Way Using Engine,28/11/2023 20:11,0.7,0.55,8997493,Indonesia,Indonesia
41262,WIRA BERLIAN,525300391,-5.925,105.9633333,Indonesia,Passenger,Under Way Using Engine,28/11/2023 20:26,0.733333333,0,9875812,Indonesia,Indonesia
41263,TRISILA BHAKTI I,525003159,-8.142222223,114.4041667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 20:53,1.15,1.05,8997493,Indonesia,Indonesia
41264,PANCAR INDAH,525012198,-8.158888887,114.4366667,Indonesia,Passenger,Underway Sailing,28/11/2023 20:56,3.783333333,3.533333333,8670772,Indonesia,Indonesia
41265,GOROPA,525019301,-1.20055389,116.8173261,Indonesia,Passenger,Underway Sailing,28/11/2023 20:58,0.683333333,0.383333333,8874744,Indonesia,Indonesia
41266,SUMBER BERKAT II,525200003,-8.160833335,114.4325,Indonesia,Passenger,Under Way Using Engine,28/11/2023 21:21,0.8,0.15,9843613,Indonesia,Indonesia
41267,QUEEN STAR 1,566155000,1.134229168,104.0556621,Singapore,Passenger,Moored,28/11/2023 21:31,12.55,2.6,9571014,Singapore,Singapore
41268,TUNU PRATAMA JAYA 3888,525100465,-8.143789165,114.40652,Indonesia,Passenger,Under Way Using Engine,28/11/2023 21:57,0.75,0.45,8984381,Indonesia,Indonesia
41269,SABUK NUSANTARA 98,525101083,-0.881943404,134.0619177,Indonesia,Passenger,At Anchor,28/11/2023 21:59,24.55,24.2,9799460,Indonesia,Indonesia
41270,TRIMAS LAILA,525018455,-8.73166667,116.07,Indonesia,Passenger,Underway Sailing,28/11/2023 22:06,1.016666667,0,8666422,Indonesia,Indonesia
41271,AGUNG SAMUDERA XVIII,525003322,-8.158888887,114.4366667,Indonesia,Passenger,Underway Sailing,28/11/2023 22:08,3.266666667,3.116666667,9772424,Indonesia,Indonesia
41272,STAR BREEZE,311083000,-9.636653547,120.25,Bahamas,Passenger,Moored,28/11/2023 22:13,9.05,8.85,8807997,United States Of America,Marshall Islands
41273,TILONGKABILA,525005016,-8.74194417,115.2125908,Indonesia,Passenger,Under Way Using Engine,28/11/2023 22:21,27.45,27.36666667,9102760,Indonesia,Indonesia
41274,BINAIYA,525005004,-5.122610356,119.4073096,Indonesia,Passenger,Moored,28/11/2023 22:28,6.3,5.4,9032161,Indonesia,Indonesia
41275,TUNU PRATAMA JAYA 3888,525100465,-8.144444443,114.4022222,Indonesia,Passenger,Under Way Using Engine,28/11/2023 22:36,1.9,1.8,8984381,Indonesia,Indonesia
41276,GARDA MARITIM 7,525201927,0.762010743,127.3751607,Indonesia,Passenger,At Anchor,28/11/2023 22:51,0.8,0.35,9926879,Indonesia,Indonesia
41277,EGON,525005045,-4.03333333,119.6083333,Indonesia,Passenger,Under Way Using Engine,28/11/2023 23:18,7.7,7.35,9032719,Indonesia,Indonesia
41278,GARDA MARITIM 7,525201927,0.736761366,127.3850812,Indonesia,Passenger,At Anchor,28/11/2023 23:33,0.966666667,0.6,9926879,Indonesia,Indonesia
41279,TIDAR,525005015,-2.934166665,132.3083333,Indonesia,Passenger,Under Way Using Engine,28/11/2023 23:35,2.65,2.55,8700292,Indonesia,Indonesia
41280,SELAT MADURA I,525002071,-1.24114167,116.7768667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 23:49,0.666666667,0,8013302,Indonesia,Indonesia
41281,FARINA NUSANTARA,525002068,-5.925845835,105.9928183,Indonesia,Passenger,Under Way Using Engine,28/11/2023 23:50,1.65,1.316666667,7116054,Indonesia,Indonesia
41282,SUMBER BERKAT II,525200003,-8.12166667,114.4041667,Indonesia,Passenger,Under Way Using Engine,28/11/2023 23:51,0.8,0.05,9843613,Indonesia,Indonesia
41283,TRIMAS LAILA,525018455,-8.73,116.0758333,Indonesia,Passenger,Underway Sailing,28/11/2023 23:54,0.933333333,0.05,8666422,Indonesia,Indonesia
41284,WIRA BERLIAN,525300391,-5.932824528,105.9801963,Indonesia,Passenger,At Anchor,28/11/2023 23:54,24.05,23.73333333,9875812,Indonesia,Indonesia
41285,DLN NUSANTARA,525601157,-6.225416668,107.9108333,Indonesia,Passenger,Underway Sailing,29/11/2023 00:02,8.433333333,8.35,9979541,Indonesia,Indonesia
41286,TRISILA BHAKTI I,525003159,-8.143888887,114.405,Indonesia,Passenger,Under Way Using Engine,29/11/2023 00:04,0.65,0.45,8997493,Indonesia,Indonesia
41287,WIRA NAULI,525201708,1.304986339,97.61001366,Indonesia,Passenger,At Anchor,29/11/2023 00:20,23.16666667,14.91666667,9921051,Indonesia,Indonesia
41288,PORT LINK III,525005177,-5.93709333,105.9970833,Indonesia,Passenger,Under Way Using Engine,29/11/2023 00:23,2.016666667,0,8604333,Indonesia,Indonesia
41289,SUMBER BERKAT II,525200003,-8.12,114.405,Indonesia,Passenger,Under Way Using Engine,29/11/2023 00:26,0.55,0.05,9843613,Indonesia,Indonesia
41290,MUNIC 9,525200126,-5.910809444,105.9815906,Indonesia,Passenger,Under Way Using Engine,29/11/2023 00:26,1,0.65,9835991,Indonesia,Indonesia
41291,SEBUKU,525001121,-5.935569447,105.9976333,Indonesia,Passenger,Underway Sailing,29/11/2023 00:32,1.416666667,1.266666667,9764611,Indonesia,Indonesia
41292,GARDA MARITIM 7,525201927,0.76179155,127.3752713,Indonesia,Passenger,At Anchor,29/11/2023 00:34,1.9,1.75,9926879,Indonesia,Indonesia
41293,DOBONSOLO,525005002,-3.693356173,128.1733209,Indonesia,Passenger,Moored,29/11/2023 00:36,4.116666667,3.75,9032147,Indonesia,Indonesia
41294,SEA RAIDER II,525023055,1.188563609,104.0938051,Indonesia,Passenger,Moored,29/11/2023 00:37,2.5,2.333333333,8623858,Indonesia,Indonesia
41295,SUMBER BERKAT II,525200003,-8.125,114.4025,Indonesia,Passenger,Under Way Using Engine,29/11/2023 00:38,0.7,0.55,9843613,Indonesia,Indonesia
41296,GOLDEN IMAGE,563561000,1.133979964,104.0550494,Singapore,Passenger,At Anchor,29/11/2023 00:39,122.15,120.2166667,9087166,Singapore,Singapore
41297,WESTERDAM,244128000,-7.195513171,112.7318859,Netherlands,Passenger,Moored,29/11/2023 00:43,10.31666667,10.05,9226891,Curacao,Curacao
41298,SWARNA NALINI,525002129,-1.24057167,116.7782575,Indonesia,Passenger,Under Way Using Engine,29/11/2023 00:50,1,0.166666667,9204257,Indonesia,Indonesia
41299,REGATTA,538001664,-6.94500428,110.4231992,Marshall Islands,Passenger,Moored,29/11/2023 01:07,10.53333333,10.31666667,9156474,United States Of America,United States Of America
41300,SABUK NUSANTARA 51,525001123,-7.055,113.945,Indonesia,Passenger,Under Way Using Engine,29/11/2023 01:09,8.15,0,9765964,Indonesia,Indonesia
41301,TRIMAS LAILA,525018455,-8.74166667,116.055,Indonesia,Passenger,Underway Sailing,29/11/2023 01:15,1.166666667,0,8666422,Indonesia,Indonesia
41302,TUNU PRATAMA JAYA 3888,525100465,-8.157083335,114.43,Indonesia,Passenger,Under Way Using Engine,29/11/2023 01:21,0.8,0.3,8984381,Indonesia,Indonesia
41303,MUNIC 9,525200126,-5.925394583,105.9924296,Indonesia,Passenger,Under Way Using Engine,29/11/2023 01:23,1.433333333,1.3,9835991,Indonesia,Indonesia
41304,WIRA KENCANA,525100375,-5.931330417,105.9968536,Indonesia,Passenger,At Anchor,29/11/2023 01:26,14.16666667,8.616666667,9819478,Indonesia,Indonesia
41305,KELUD,525005032,0.974166665,103.4425,Indonesia,Passenger,Underway Sailing,29/11/2023 01:36,3.316666667,3.2,9139684,Indonesia,Indonesia
41306,TRISILA BHAKTI I,525003159,-8.13666667,114.41,Indonesia,Passenger,Under Way Using Engine,29/11/2023 01:37,0.75,0,8997493,Indonesia,Indonesia
41307,SUMBER BERKAT II,525200003,-8.127142859,114.4119048,Indonesia,Passenger,Under Way Using Engine,29/11/2023 01:38,1.333333333,1.133333333,9843613,Indonesia,Indonesia
41308,PRIMA NUSANTARA,525002085,-8.73,116.0766667,Indonesia,Passenger,Under Way Using Engine,29/11/2023 01:45,1.05,0,6911691,Indonesia,Indonesia
41309,TRISILA BHAKTI I,525003159,-8.142777778,114.4038889,Indonesia,Passenger,Under Way Using Engine,29/11/2023 01:52,1.4,1.2,8997493,Indonesia,Indonesia
41310,SURYA AYLA,525401189,-8.141666665,114.4041667,Indonesia,Passenger,Under Way Using Engine,29/11/2023 01:57,0.816666667,0.2,9939711,Indonesia,Indonesia
41311,PANCAR INDAH,525012198,-8.1425,114.4079167,Indonesia,Passenger,Underway Sailing,29/11/2023 02:01,0.633333333,0.2,8670772,Indonesia,Indonesia
41312,OCEAN DRAGON 6,525200211,0.93173467,104.4383247,Indonesia,Passenger,Under Way Using Engine,29/11/2023 02:03,17.51666667,1.6,9859492,Indonesia,Indonesia
41313,PRIMA NUSANTARA,525002085,-8.746552223,116.0545867,Indonesia,Passenger,Under Way Using Engine,29/11/2023 02:10,28.73333333,28.61666667,6911691,Indonesia,Indonesia
41314,GARDA MARITIM 5,525101904,-3.660378333,128.2020567,Indonesia,Passenger,Underway Sailing,29/11/2023 02:12,9.466666667,9.416666667,9910818,Indonesia,Indonesia
41315,AGUNG SAMUDERA XVIII,525003322,-8.144166665,114.4025,Indonesia,Passenger,Underway Sailing,29/11/2023 02:18,0.5,0.05,9772424,Indonesia,Indonesia
41316,TUNU PRATAMA JAYA 3888,525100465,-8.15833333,114.4366667,Indonesia,Passenger,Under Way Using Engine,29/11/2023 02:19,0.65,0,8984381,Indonesia,Indonesia
41317,AGUNG SAMUDERA XVIII,525003322,-8.143433483,114.4060841,Indonesia,Passenger,Underway Sailing,29/11/2023 02:27,1.833333333,1.683333333,9772424,Indonesia,Indonesia
41318,PANCAR INDAH,525012198,-8.144444443,114.4027778,Indonesia,Passenger,Underway Sailing,29/11/2023 02:37,0.9,0.783333333,8670772,Indonesia,Indonesia
41319,TUNU PRATAMA JAYA 3888,525100465,-8.151111113,114.4044444,Indonesia,Passenger,Under Way Using Engine,29/11/2023 02:45,21.56666667,0.1,8984381,Indonesia,Indonesia
41320,SABUK NUSANTARA 54,525301789,-5.62611111,132.7377778,Indonesia,Passenger,Under Way Using Engine,29/11/2023 02:58,9.25,9.15,9905203,Indonesia,Indonesia
41321,SABUK NUSANTARA 105,525101086,0.777255835,127.3872308,Indonesia,Passenger,Under Way Using Engine,29/11/2023 03:09,6.983333333,6.766666667,9813797,Indonesia,Indonesia
41322,TRISILA BHAKTI I,525003159,-8.149166665,114.4291667,Indonesia,Passenger,Under Way Using Engine,29/11/2023 03:29,1.4,0.1,8997493,Indonesia,Indonesia
41323,INA SELA,525019515,-0.91666667,104.0833333,Indonesia,Passenger,Underway Sailing,29/11/2023 03:32,0.5,0.05,9592551,Indonesia,Indonesia
41324,SURYA AYLA,525401189,-8.160833335,114.4341667,Indonesia,Passenger,Under Way Using Engine,29/11/2023 03:35,0.8,0.6,9939711,Indonesia,Indonesia
41325,SEAFLYTE,525023095,1.13264,104.0544653,Indonesia,Passenger,Under Way Using Engine,29/11/2023 03:55,8.216666667,7.216666667,8623248,Indonesia,Indonesia
41326,PUTRI YASMIN,525010084,-8.74833333,116.0516667,Indonesia,Passenger,Under Way Using Engine,29/11/2023 04:06,30.4,0,9037575,Indonesia,Indonesia
41327,SUMBER BERKAT II,525200003,-8.14333333,114.4033333,Indonesia,Passenger,Under Way Using Engine,29/11/2023 04:11,1.15,0.05,9843613,Indonesia,Indonesia
41328,PANCAR INDAH,525012198,-8.159444443,114.4355556,Indonesia,Passenger,Underway Sailing,29/11/2023 04:12,0.783333333,0.7,8670772,Indonesia,Indonesia
41329,VIRGO 18,525006222,-6.07573303,106.8678315,Indonesia,Passenger,At Anchor,29/11/2023 04:28,4.133333333,3.95,8921755,Indonesia,Indonesia
41330,AGUNG SAMUDERA XVIII,525003322,-8.159166665,114.4358333,Indonesia,Passenger,Underway Sailing,29/11/2023 04:41,0.833333333,0.75,9772424,Indonesia,Indonesia
41331,NEOMI,525200924,-5.958008898,105.9852428,Indonesia,Passenger,At Anchor,29/11/2023 04:44,47.15,46.65,9836012,Indonesia,Indonesia
41332,SUMBER BERKAT II,525200003,-8.1575,114.4325,Indonesia,Passenger,Under Way Using Engine,29/11/2023 05:05,0.783333333,0.1,9843613,Indonesia,Indonesia
41333,SURYA AYLA,525401189,-8.143386665,114.4018775,Indonesia,Passenger,Under Way Using Engine,29/11/2023 05:08,0.766666667,0.55,9939711,Indonesia,Indonesia
